ABTEILUNG;NUMMER;CODE;NAME;EINHEIT;REF_UNTEN M;REF_OBEN M;REF_UNTEN W;REF_OBEN W
URIN-CHEMIE;10524;DopaminC;Dopamin;nmol/mmol Crea.;<;335;<;335
URIN-CHEMIE;2241;DopaminM;Dopamin;nmol/24h;<;2980;<;2980
URIN-CHEMIE;10487;DopaminM1;Dopamin;nmol/24h;<;550;<;550
URIN-CHEMIE;10488;DopaminM2;Dopamin;nmol/24h;<;900;<;900
URIN-CHEMIE;10489;DopaminM4;Dopamin;nmol/24h;<;1700;<;1700
URIN-CHEMIE;10490;DopaminM99;Dopamin;nmol/24h;<;2980;<;2980
URIN-CHEMIE;2239;DopaminO;Dopamin;nmol/l;;;;
URIN-CHEMIE;40883;Dopamin3C;Dopamin ;nmol/mmol Crea;;;;
URIN-CHEMIE;40889;Dopamin3Cab16;Dopamin ;nmol/mmol Crea;<;340;<;340
URIN-CHEMIE;40888;Dopamin3Cbis16;Dopamin ;nmol/mmol Crea;;;;
URIN-CHEMIE;40871;Dopamin3M;Dopamin ;nmol/24h;;;;
URIN-CHEMIE;40895;Dopamin3Mab16;Dopamin ;nmol/24h;<;3300;<;3300
URIN-CHEMIE;40894;Dopamin3Mbis16;Dopamin; nmol/24h;;;;
URIN-CHEMIE;12623;DPR;DPD-CL;nM/mMCrea;5;11;;
URIN-CHEMIE;21926;DPR;DPD-CL;nM/mMCrea;5;11;;
URIN-CHEMIE;10462;DPR-CLO;DPD-CL;nM;;;;
URIN-CHEMIE;21927;DPR-10J;DPD-CL;nM/mMCrea;31;110;31;110
URIN-CHEMIE;21928;DPR-14J;DPD-CL;nM/mMCrea;17;100;17;100
URIN-CHEMIE;21929;DPR-17J;DPD-CL;nM/mMCrea;<;59;<;59
URIN-CHEMIE;2100;EC; Erythrozyten;;;;;
URIN-CHEMIE;2501;EC-KOVA; Erythrozyten;/µl;<;20;<;20
URIN-CHEMIE;40644;EC-KOVA-A; Erythrozyten;;;;;
URIN-CHEMIE;19676;ECM;Urin Ec-Morphologie incl. Status;;;;;
URIN-CHEMIE;2401;EC-UF100; Erythrozyten;/µl;<;20;<;20
URIN-CHEMIE;42125;EC-U6500; Erythrozyten;/µl;<;20;<;20
URIN-CHEMIE;2107;EC-ZYL; Ec-Zylinder;;;;;
URIN-CHEMIE;2603;EC-ZYL; Ec-Zylinder;;;;;
URIN-CHEMIE;2119;EEC; Eumorphe Ec;%;;;;
URIN-CHEMIE;10477;EOG;Eosinophile Granulozyten;%;;;;
URIN-CHEMIE;42115;ERY; Hämoglobin;;;;;
URIN-CHEMIE;2098;ERY; Hämoglobin;;;;;
URIN-CHEMIE;2276;ESTRIOLM;Estriol;mg/24h;;;;
URIN-CHEMIE;2271;ESTRIOLO;Estriol;mg/l;;;;
URIN-CHEMIE;29940;Ethylgl;Ethylglucuronid;mg/l;<;0.1;<;0.1
URIN-CHEMIE;35350;Ethylgl;Ethylglucuronid;µg/l;<;300;<;300
URIN-CHEMIE;14009;Etiocholanalon; Etiocholanalon;;;;;
URIN-CHEMIE;2605;E-ZYL; Epithel-Zylinder;;;;;
URIN-CHEMIE;2109;E-ZYL; Epithel-Zylinder;;;;;
URIN-CHEMIE;42121;Farbe; Farbe;;;;;
URIN-CHEMIE;2132;FEU;Hämosiderin im Urin;;;;;
URIN-CHEMIE;11346;Fl;Fluorid;µmol/l;<;105;<;105
URIN-CHEMIE;38764;GAMY-AU-U;a-Amylase, gesamt;U/l;;;;
URIN-CHEMIE;38776;GAMY-C;a-Amylase, gesamt;kU/mol Crea;<;24.8;<;33.6
URIN-CHEMIE;38774;GAMY0-2j;a-Amylase, gesamt;U/l;;;;
URIN-CHEMIE;38775;GAMY2j-99j;a-Amylase, gesamt;U/l;<;490;<;450
URIN-CHEMIE;42152;G-EC-abs-U6500; Glomeruläre Ec abs.;;;;;
URIN-CHEMIE;42142;G-EC-U6500; Glomeruläre Ec;%;<;30;<;30
URIN-CHEMIE;42114;GLU; Glucose;;;;;
URIN-CHEMIE;2094;GLU; Glucose;;;;;
URIN-CHEMIE;14612;Gluc-AU-U;Glucose;mmol/l;<;0.8;<;0.8
URIN-CHEMIE;21581;Gluc-HK-Urin;Glucose;mmol/l;<;0.8;<;0.8
URIN-CHEMIE;2233;Gluc24;Glucose;mmol/24h;<;0.75;<;0.75
URIN-CHEMIE;14659;Gluc24h-DXC;Glucose;mmol/24h;<;2.8;<;2.8
URIN-CHEMIE;2262;GPORPHM;Gesamt-Porphyrine;µg/24h;<;150;<;150
URIN-CHEMIE;2601;G-ZYL; granulierte Zylinder;;;;;
URIN-CHEMIE;2105;G-ZYL; granulierte Zylinder;;;;;
URIN-CHEMIE;2111;HB-ZYL; Hb-Zylinder;;;;;
URIN-CHEMIE;2607;HB-ZYL; Hb-Zylinder;;;;;
URIN-CHEMIE;18491;HC-U;Homocystin;mmol/mol Crea;<;NWG;;
URIN-CHEMIE;2141;HEPTA;Heptacarboxyporphyrine;;;;;
URIN-CHEMIE;2140;HEXA;Hexacarboxyporphyrine;;;;;
URIN-CHEMIE;11324;HGA;Homogentisinsäure;;;;;
URIN-CHEMIE;2273;HIASM;5-OH-Indol. sre.;mg/24h;<;10;<;10
URIN-CHEMIE;2268;HIASO;5-OH-Indol-Essigsäure;mg/l;2;9;2;9
URIN-CHEMIE;10669;HVAC;HVA;µmol/mmolCrea;<;5;<;5
URIN-CHEMIE;10670;HVAC1;HVA;µmol/mmolCrea;<;20;<;20
URIN-CHEMIE;10673;HVAC19;HVA;µmol/mmolCrea;<;8;<;8
URIN-CHEMIE;10671;HVAC4;HVA;µmol/mmolCrea;<;14;<;14
URIN-CHEMIE;10672;HVAC9;HVA;µmol/mmolCrea;<;9;<;9
URIN-CHEMIE;2304;HVAM;HVA;µmol/24h;8;48;8;48
URIN-CHEMIE;10621;HVAM10;HVA;µmol/24h;12;26;12;26
URIN-CHEMIE;10622;HVAM16;HVA;µmol/24h;13;48;13;48
URIN-CHEMIE;42727;HVAM3;HVA;µmol/24h;;;;
URIN-CHEMIE;10620;HVAM6;HVA;µmol/24h;8;24;8;24
URIN-CHEMIE;2303;HVAO;HVA;µmol/l;;;;
URIN-CHEMIE;2274;HYCOSM;17-OH-Corticostrd.;mg/24h;5;18;8;25
URIN-CHEMIE;2269;HYCOSO;17-OH-Corticosteroide;mg/l;;;;
URIN-CHEMIE;2104;H-ZYL; hyaline Zylinder;;;;;
URIN-CHEMIE;2504;H-ZYL-KOVA; Zylinder (hyaline);/µl;<;1.5;<;1.5
URIN-CHEMIE;40647;H-ZYL-KOVA-A; Zylinder (hyaline);;;;;
URIN-CHEMIE;2404;H-ZYL-UF-100; Zylinder (hyaline);/µl;<;1.5;<;1.5
URIN-CHEMIE;42128;H-ZYL-U6500; Zylinder (hyaline);;;;;
URIN-CHEMIE;2252;IgGUO;IgG;mg/l;<;4.3;<;4.3
URIN-CHEMIE;43361;IMFIX;Immunfixation;;;;;
URIN-CHEMIE;2019;IMFIX;Immun-EP;;;;;
URIN-CHEMIE;13115;IMFIX-KURVE; Immunfixation;;;;;
URIN-CHEMIE;11013;Isoniazid;Isoniazid;;;;;
URIN-CHEMIE;33529;Jod;Jod;µg/mmol Crea;20;53;20;53
URIN-CHEMIE;29798;Jod;Jod;µmol/mmol Crea;<;0.9;<;0.9
URIN-CHEMIE;32638;Jod;Jod;µmol/mmol Crea;0.16;0.42;0.16;0.42
URIN-CHEMIE;32816;Jod;Jod;µmol/mmol Crea;0.16;0.42;0.16;0.42
URIN-CHEMIE;43133;JodC;Jod;µmol/mmol Crea;0.16;0.42;0.16;0.42
URIN-CHEMIE;43134;JodM;Jod;µmol/24h;;;;
URIN-CHEMIE;29797;JodM;Jod;µg/24h;;;;
URIN-CHEMIE;43132;JodU;Jod;µmol/l;0.78;1.57;0.78;1.57
URIN-CHEMIE;33528;JodU;Jod;µg/l;100;199;100;199
URIN-CHEMIE;29796;JodU;Jod;µmol/l;<;10;<;10
URIN-CHEMIE;32637;JodU;Jod;µmol/l;0.79;1.56;0.79;1.56
URIN-CHEMIE;32815;JodU;Jod;µmol/l;0.79;1.56;0.79;1.56
URIN-CHEMIE;2291;KALM;Kalium;mmol/24h;25;100;25;100
URIN-CHEMIE;14307;K-AU-U;Kalium;mmol/l;;;;
URIN-CHEMIE;42116;KET; Ketone;;;;;
URIN-CHEMIE;2095;KET; Ketone;;;;;
URIN-CHEMIE;2275;KETOSM;17-Ketosteroide;mg/24h;;;;
URIN-CHEMIE;11956;KETOSM;17-Ketosteroide;µmol/24h;9;31;12;38
URIN-CHEMIE;10609;KETOSM10;17-Ketosteroide;mg/24h;<;1;<;1
URIN-CHEMIE;10610;KETOSM16;17-Ketosteroide;mg/24h;3;13;1;8
URIN-CHEMIE;10611;KETOSM50;17-Ketosteroide;mg/24h;10;22;2.5;10
URIN-CHEMIE;10612;KETOSM70;17-Ketosteroide;mg/24h;4.5;15;2.5;10
URIN-CHEMIE;11955;KETOSO;17-Ketosteroide;µmol/l;;;;
URIN-CHEMIE;40652;KOVA-VOL;Kova Vol;;;;;
URIN-CHEMIE;2138;KP13;Koproporhyrine I u. III;;;;;
URIN-CHEMIE;42131;KRISTALLE-U6500; Kristalle;;;;;
URIN-CHEMIE;14941;KupferM;Kupfer;µmol/24h;<;0.56;<;0.56
URIN-CHEMIE;38532;KupferM;Kupfer  ;µmol/24h;0.21;0.72;0.21;0.72
URIN-CHEMIE;14940;KupferO;Kupfer;µmol/l;;;;
URIN-CHEMIE;14320;K24h-DXC;Kalium;mmol/24h;25;125;25;125
URIN-CHEMIE;43100;LABUNIQ-CREAU;Creatinin;mmol/l;;;;
URIN-CHEMIE;43065;LABUNIQ-TPU;Total Proteine;g/l;;;;
URIN-CHEMIE;2099;LC; Leukozyten;;;;;
URIN-CHEMIE;2502;LC-KOVA; Leukozyten;/µl;<;20;<;20
URIN-CHEMIE;40645;LC-KOVA-A; Leukozyten;;;;;
URIN-CHEMIE;2402;LC-UF-100; Leukozyten;/µl;<;20;<;20
URIN-CHEMIE;42126;LC-U6500; Leukozyten;/µl;<;20;<;20
URIN-CHEMIE;2108;LC-ZYL; Lc-Zylinder;;;;;
URIN-CHEMIE;2604;LC-ZYL; Lc-Zylinder;;;;;
URIN-CHEMIE;2399;LEIT-UF100; Leitfähigkeit;mS/cm;7;28;7;28
URIN-CHEMIE;2090;LEU; Leukozyten;;;;;
URIN-CHEMIE;42117;LEU; Leukozyten;;;;;
URIN-CHEMIE;2606;LI-ZYL; Lipid-Zylinder;;;;;
URIN-CHEMIE;2110;LI-ZYL; Lipid-Zylinder;;;;;
URIN-CHEMIE;2244;LKKM;Kappa-Kette;g/24h;<;0.1;<;0.1
URIN-CHEMIE;2242;LKKO;Kappa-Kette;g/l;<;0.07;<;0.07
URIN-CHEMIE;2245;LKLM;Lambda-Kette;g/24h;<;0.06;<;0.06
URIN-CHEMIE;2243;LKLO;Lambda-Kette;g/l;<;0.04;<;0.04
URIN-CHEMIE;10479;LYM;Lymphozyten;%;;;;
URIN-CHEMIE;10480;MAK;Makrophagen;%;;;;
URIN-CHEMIE;42177;mAlb-AU-U-C;Albumin;mg/mmol Crea;<;3;<;3
URIN-CHEMIE;42239;mAlb-AU-U-M;Albumin;mg/24h;<;30;<;30
URIN-CHEMIE;42166;mAlb-AU-U-O;Albumin;mg/l;;;;
URIN-CHEMIE;42141;MALT; Malteserkreuze;;;;;
URIN-CHEMIE;2609;MALT; Malteserkreuze;;;;;
URIN-CHEMIE;2113;MALT; Malteserkreuze;;;;;
URIN-CHEMIE;11921;METAM;Metanephrin;nmol/24h;380;1510;380;1510
URIN-CHEMIE;10850;METAM;Metanephrin;nmol/24h;380;1510;380;1510
URIN-CHEMIE;10849;METAO;Metanephrin;nmol/l;;;;
URIN-CHEMIE;29413;MethPhenU;Methylphenidat;nmol/l;;;;
URIN-CHEMIE;21281;Methyl;Methmalonsr.;mmol/mol Crea;<;3.6;<;3.6
URIN-CHEMIE;12188;Methyl;Methmalonsr.;µmol/mmol Crea;<;5;<;5
URIN-CHEMIE;12187;Methyl;Methylmalonsäure;µmol;;;;
URIN-CHEMIE;21280;Methyl;Methylmalonsäure;µmol/l;;;;
URIN-CHEMIE;14308;Mg-AU-U;Magnesium;mmol/l;;;;
URIN-CHEMIE;2290;MGM;Magnesium;mmol/24h;4;7;4;7
URIN-CHEMIE;14326;Mg24h-DXC;Magnesium;mmol/24h;3;5;3;5
URIN-CHEMIE;42169;MUCUS-U6500; Mucus (Schleim);;;;;
URIN-CHEMIE;2047;MYOGLB;Myoglobin;;;;;
URIN-CHEMIE;14309;Na-AU-U;Natrium;mmol/l;;;;
URIN-CHEMIE;10523;NADRC;Noradrenalin;nmol/mmol Crea.;<;77;<;77
URIN-CHEMIE;10678;NADRC1;Noradr.;nmol/mmol Crea.;<;280;<;280
URIN-CHEMIE;10681;NADRC19;Noradr.;nmol/mmol Crea.;<;53;<;53
URIN-CHEMIE;10679;NADRC4;Noradr.;nmol/mmol Crea.;<;80;<;80
URIN-CHEMIE;10680;NADRC9;Noradr.;nmol/mmol Crea.;<;60;<;60
URIN-CHEMIE;2228;NADRM;Noradrenalin;nmol/24h;<;473;<;473
URIN-CHEMIE;10569;NADRM1;Noradr.;nmol/24h;<;59;<;59
URIN-CHEMIE;10573;NADRM10;Noradr.;nmol/24h;<;384;<;384
URIN-CHEMIE;10570;NADRM2;Noradr.;nmol/24h;<;100;<;100
URIN-CHEMIE;10571;NADRM4;Noradr.;nmol/24h;<;170;<;170
URIN-CHEMIE;10572;NADRM7;Noradr.;nmol/24h;<;266;<;266
URIN-CHEMIE;2226;NADRO;Noradrenalin;nmol/l;;;;
URIN-CHEMIE;14840;NAG-H902;N-Acetyl-ß-D-Glucosaminidase;U/I;;;;
URIN-CHEMIE;13005;NAGM;NAG;U/24Std.;1.39;3.23;1.39;3.23
URIN-CHEMIE;13004;NAGO;N-Acetyl-ß-D-Glucosaminidase;U/I;;;;
URIN-CHEMIE;2289;NATM;Natrium;mmol/24h;40;250;40;250
URIN-CHEMIE;14322;Na24h-DXC;Natrium;mmol/24h;40;250;40;250
URIN-CHEMIE;2091;NIT; Nitrit;;;;;
URIN-CHEMIE;42118;NIT; Nitrit;;;;;
URIN-CHEMIE;40882;NorADR3C;Noradrenalin ;nmol/mmol Crea;;;;
URIN-CHEMIE;40887;NorADR3Cab16;Noradrenalin ;nmol/mmol Crea;<;45;<;45
URIN-CHEMIE;40886;NorADR3Cbis16;Noradrenalin ;nmol/mmol Crea;;;;
URIN-CHEMIE;40870;NorADR3M;Noradrenalin ;nmol/24h;;;;
URIN-CHEMIE;40893;NorADR3Mab16;Noradrenalin ;nmol/24h;<;610;<;610
URIN-CHEMIE;40892;NorADR3Mbis16;Noradrenalin ;nmol/24h;;;;
URIN-CHEMIE;10852;NORMETAM;Normeta.;nmol/24h;580;2500;580;2500
URIN-CHEMIE;10851;NORMETAO;Normetanephrin;nmol/l;;;;
URIN-CHEMIE;10475;NSG;Neutroph. stabk. Granuloz.;%;;;;
URIN-CHEMIE;10476;NSK;Neutroph. segmentkernige;%;;;;
URIN-CHEMIE;22075;OSM;Osmolalität Sammelurin;mmol/l;;;;
URIN-CHEMIE;2046;OSM;Osmolalität (Urin);mOsm/kg;50;1200;50;1200
URIN-CHEMIE;39008;OXAM;Oxalat;mmol/24h;;;;
URIN-CHEMIE;39009;OXAM0-7;Oxalat;mmol/24h;0.14;0.52;0.14;0.52
URIN-CHEMIE;39011;OXAM14-120;Oxalat;mmol/24h;0.2;0.52;0.2;0.52
URIN-CHEMIE;39010;OXAM7-14;Oxalat;mmol/24h;0.14;0.42;0.14;0.42
URIN-CHEMIE;37839;OXAO;Oxalat;µmol/mmolCrea;<;40;<;40
URIN-CHEMIE;2236;OXAO;Oxalat;µmol/l;;;;
URIN-CHEMIE;43315;OXAO0-0.5;Oxalat;µmol/mmolCrea;<;325;<;325
URIN-CHEMIE;43314;OXAO0.5-2;Oxalat;µmol/mmolCrea;<;132;<;132
URIN-CHEMIE;43313;OXAO2-5;Oxalat;µmol/mmolCrea;<;100;<;100
URIN-CHEMIE;43312;OXAO5-16;Oxalat;µmol/mmolCrea;<;70;<;70
URIN-CHEMIE;29414;OXLM;Oxalat;mmol/24h;<;0.5;<;0.5
URIN-CHEMIE;10590;PAmy24;Amylase Pancr.;U/24h;<;350;<;350
URIN-CHEMIE;14662;PAMY24h-DXC;Amylase Pancr.;U/24h;;;;
URIN-CHEMIE;39670;PBG Preis;Preismethode PBG qn + ALA qn;;;;;
URIN-CHEMIE;39671;PBG qn;Porphobilinogen qn;µmol/mmol Crea;<;1.25;<;1.25
URIN-CHEMIE;2263;PBGM;Porphobilinogen;µg/24h;<;2000;<;2000
URIN-CHEMIE;2260;PBGO;Porphobilinogen, ql.;;;;;
URIN-CHEMIE;2139;PENTA;Pentacarboxyporphyrine;;;;;
URIN-CHEMIE;2102;P-EPI; Platten-Epithelien;;;;;
URIN-CHEMIE;2503;P-EPI-KOVA; Platten-Epithelien;/µl;<;10;<;10
URIN-CHEMIE;40646;P-EPI-KOVA-A; Platten-Epithelien;;;;;
URIN-CHEMIE;2403;P-EPI-UF-100; Platten-Epithelien;/µl;<;10;<;10
URIN-CHEMIE;42127;P-EPI-U6500; Platten-Epithelien;;;;;
URIN-CHEMIE;2150;PHm;pH (pH-Meter);;;;;
URIN-CHEMIE;14629;Phos-AU-U;Phosphat;mmol/l;;;;
URIN-CHEMIE;2294;PHOSM;Phosphat;mmol/24h;<;35;<;35
URIN-CHEMIE;14663;Phos24h-DXC;Phosphat;mmol/24h;<;35;<;35
URIN-CHEMIE;42119;PH-S; pH;;5;8;5;8
URIN-CHEMIE;2092;PH-S; pH;;;;;
URIN-CHEMIE;2610;PILZE; Pilze;;;;;
URIN-CHEMIE;2103;PILZE; Pilze;;;;;
URIN-CHEMIE;42130;PILZE-U6500; Pilze;;;;;
URIN-CHEMIE;10525;Porph. diff.;Porphyrine diff.;s. Blatt;;;;
URIN-CHEMIE;2136;PORPHQ;Porph. qn.;µmol/l;0.7;2.9;0.7;2.9
URIN-CHEMIE;2256;PORPHQM;Porph. qn.;µmol/24h;;2.9;;2.9
URIN-CHEMIE;2257;PORPHQO;Porph. qn.;µmol/l;0.7;2.9;0.7;2.9
URIN-CHEMIE;14013;Pregnandiol; Pregnandiol;;;;;
URIN-CHEMIE;14019;Pregnantriol; Pregnantriol;;;;;
URIN-CHEMIE;14016;Pregnantriolon; Pregnantriolon;;;;;
URIN-CHEMIE;14018;Pregnentriol; Pregnentriol;;;;;
URIN-CHEMIE;2020;PREP;Protein-EP;;;;;
URIN-CHEMIE;2093;PROT; Eiweiss;;;;;
URIN-CHEMIE;42113;PROT; Eiweiss;;;;;
URIN-CHEMIE;12628;PROT-EP;Protein-EP (HYRYS2);;;;;
URIN-CHEMIE;12643;PROT-EP-GEL;Protein-EP Gel;;;;;
URIN-CHEMIE;12629;PROT-EP-K; Kommentar Protein-EP;;;;;
URIN-CHEMIE;12644;PROT-EP-KURVE; Densitogramm;;;;;
URIN-CHEMIE;21930;PYD-CL;PYD-CL;nM/mM Crea;20;52;;
URIN-CHEMIE;12624;PYD-CL;PYD-CL;nM/mM Crea;20;52;;
URIN-CHEMIE;10463;PYD-CLO;PYD-CL;nM;;;;
URIN-CHEMIE;21931;PYD-CL-10J;PYD-CL;nM/mM Crea;160;440;160;440
URIN-CHEMIE;21932;PYD-CL-14J;PYD-CL;nM/mM Crea;105;400;105;400
URIN-CHEMIE;21933;PYD-CL-17J;PYD-CL;nM/mM Crea;42;200;42;200
URIN-CHEMIE;12625;PYRI/DPR;PYD/DPD;;2.5;7;2.5;7
URIN-CHEMIE;42135;P-ZYL-EC-U6500; Erythrozyten-Zylinder;;;;;
URIN-CHEMIE;42138;P-ZYL-E-U6500; Epithel-Zylinder;;;;;
URIN-CHEMIE;42133;P-ZYL-G-U6500; granulierte Zylinder;;;;;
URIN-CHEMIE;42136;P-ZYL-HB-U6500; Hämoglobin-Zylinder;;;;;
URIN-CHEMIE;42134;P-ZYL-LC-U6500; Leukozyten-Zylinder;;;;;
URIN-CHEMIE;42139;P-ZYL-L-U6500; Lipid-Zylinder;;;;;
URIN-CHEMIE;42132;P-ZYL-U6500; pathologische Zylinder;;;;;
URIN-CHEMIE;42137;P-ZYL-W-U6500; Wachs-Zylinder;;;;;
URIN-CHEMIE;2251;RBPO;Retinol-bind. Protein;mg/l;<;1.2;<;1.2
URIN-CHEMIE;2506;R-EPI; Rund-Epithelien;;keine;;keine;
URIN-CHEMIE;2101;R-EPI; Rund-Epithelien;;;;;
URIN-CHEMIE;2005;SCHW;Schwangerschaftstest;;;25;;25
URIN-CHEMIE;2310;SelenM;Selen;;;;;
URIN-CHEMIE;2313;SelenO;Selen;µmol/l;;;;
URIN-CHEMIE;42129;S-EPI-6500; sonstige Epithelien;;;;;
URIN-CHEMIE;11950;Serotonin;Serotonin;µg/24h;0.28;1.74;0.28;1.74
URIN-CHEMIE;11949;Serotonin;Serotonin;µg/l;;;;
URIN-CHEMIE;42168;SPERMIEN-U6500; Spermien;;;;;
URIN-CHEMIE;2041;SPG;Spez. Gewicht;kg/l;>;1.018;>;1.018
URIN-CHEMIE;14015;Tetrahydo S; Tetrahydo S;;;;;
URIN-CHEMIE;14631;TP-AU-U;Total Proteine;g/l;;;;
URIN-CHEMIE;15284;TP-C;Total Proteine;mg/mmol Crea;;;;
URIN-CHEMIE;41292;TP-C 0-1jmf;Total Proteine;mg/mmol Crea;<;80;<;80
URIN-CHEMIE;41293;TP-C 1-2jmf;Total Proteine;mg/mmol Crea;<;45;<;45
URIN-CHEMIE;42178;TP-C 17-999jmf;Total Proteine;mg/mmol Crea;<;11;<;11
URIN-CHEMIE;41298;TP-C 17-999jmf_alt;Total Proteine;mg/mmol Crea;<;11.3;<;11.3
URIN-CHEMIE;41294;TP-C 2-3jmf;Total Proteine;mg/mmol Crea;<;30;<;30
URIN-CHEMIE;41295;TP-C 3-5jmf;Total Proteine;mg/mmol Crea;<;20;<;20
URIN-CHEMIE;41296;TP-C 5-8jmf;Total Proteine;mg/mmol Crea;<;19;<;19
URIN-CHEMIE;41297;TP-C 8-17jmf;Total Proteine;mg/mmol Crea;<;18;<;18
URIN-CHEMIE;22011;TP-DXC;Total Proteine Urinportion;g/l;;;;
URIN-CHEMIE;22012;TP-DXC;Total Proteine Sammelurin;g/l;;;;
URIN-CHEMIE;14664;TP24h-DXC;Total Proteine;g/24h;<;0.1;<;0.1
URIN-CHEMIE;2253;TRAFO;Transferrin;mg/l;<;2;<;2
URIN-CHEMIE;42140;TRCH; Trichomonaden;;;;;
URIN-CHEMIE;2608;TRCH; Trichomonaden;;;;;
URIN-CHEMIE;2112;TRCH; Trichomonaden;;;;;
URIN-CHEMIE;42120;UBG; Urobilinogen;;;;;
URIN-CHEMIE;2096;UBG; Urobilinogen;;;;;
URIN-CHEMIE;2142;UI;Uroporphyrin I;;;;;
URIN-CHEMIE;2143;UIII;Uroporphyrin III;;;;;
URIN-CHEMIE;36851;UMYO;Myoglobin;µg/l;<;10;<;10
URIN-CHEMIE;13204;UMYO;Myoglobin;µg/l;<;21;<;21
URIN-CHEMIE;43403;UMYO;Myoglobin;µg/l;<;21;<;21
URIN-CHEMIE;2297;URAC24;Harnsäure;mmol/24h;1.4;4.5;1.4;4.5
URIN-CHEMIE;14660;URAC24h-DXC;Harnsäure;mmol/24h;1.5;4.4;1.5;4.4
URIN-CHEMIE;14618;UREA-AU-U;Harnstoff;mmol/l;;;;
URIN-CHEMIE;22076;Urea-DXC;Harnstoff Sammelurin;mmol/l;;;;
URIN-CHEMIE;2295;UREA24;Harnstoff;mmol/24h;250;500;250;500
URIN-CHEMIE;14661;UREA24h-DXC;Harnstoff;mmol/24h;430;710;430;710
URIN-CHEMIE;21526;U-RES;Urin-Reserve;;;;;
URIN-CHEMIE;14615;URIC-AU-U;Harnsäure;mmol/l;;;;
URIN-CHEMIE;42154;USEDI-DIV-U6500;Mikroskopie (Diverses):;;;;;
URIN-CHEMIE;20155;USTAT;Einmalkatheter Urin-Status;;;;;
URIN-CHEMIE;21472;USTAT;Urin-Status Urisys Bestellmethode;;;;;
URIN-CHEMIE;20710;USTAT;SP: Urin-Status;;;;;
URIN-CHEMIE;20153;USTAT;post Massage Urin-Status;;;;;
URIN-CHEMIE;21611;USTAT;Katheter Urin-Status;;;;;
URIN-CHEMIE;20139;USTAT;ES: Urin-Status;;;;;
URIN-CHEMIE;20145;USTAT;MS Urin-Status;;;;;
URIN-CHEMIE;30365;USTAT;Urin-Status u601 (nur Test);;;;;
URIN-CHEMIE;38214;USTAT(Poct);Urinstatus  (U411);;;;;
URIN-CHEMIE;13960;USTAT-PREIS;Preis Urin-Status gross;;;;;
URIN-CHEMIE;10664;VMSC;VMS;µmol/mmolCrea;<;3;<;3
URIN-CHEMIE;10665;VMSC1;VMS;µmol/mmolCrea;<;11;<;11
URIN-CHEMIE;10668;VMSC19;VMS;µmol/mmolCrea;<;5;<;5
URIN-CHEMIE;10666;VMSC4;VMS;µmol/mmolCrea;<;6;<;6
URIN-CHEMIE;10667;VMSC9;VMS;µmol/mmolCrea;<;5;<;5
URIN-CHEMIE;2240;VMSM;VMS;µmol/24h;;35;;35
URIN-CHEMIE;2238;VMSO;VMS;µmol/l;;;;
URIN-CHEMIE;10974;VOLU01;1-Std. Volumen;ml/h;;;;
URIN-CHEMIE;10975;VOLU02;2-Std. Volumen;ml/2h;;;;
URIN-CHEMIE;10976;VOLU03;3-Std. Volumen;ml/3h;;;;
URIN-CHEMIE;10977;VOLU04;4-Std. Volumen;ml/4h;;;;
URIN-CHEMIE;10654;VOLU05;5-Std. Volumen;ml/5h;;;;
URIN-CHEMIE;10978;VOLU06;6-Std. Volumen;ml/6h;;;;
URIN-CHEMIE;10979;VOLU07;7-Std. Volumen;ml/7h;;;;
URIN-CHEMIE;10980;VOLU08;8-Std. Volumen;ml/8h;;;;
URIN-CHEMIE;10981;VOLU09;9-Std. Volumen;ml/9h;;;;
URIN-CHEMIE;10982;VOLU10;10-Std. Volumen;ml/10h;;;;
URIN-CHEMIE;10983;VOLU11;11-Std. Volumen;ml/11h;;;;
URIN-CHEMIE;10984;VOLU12;12-Std. Volumen;ml/12h;;;;
URIN-CHEMIE;10985;VOLU13;13-Std. Volumen;ml/13h;;;;
URIN-CHEMIE;10987;VOLU14;14-Std. Volumen;ml/14h;;;;
URIN-CHEMIE;10988;VOLU15;15-Std. Volumen;ml/15h;;;;
URIN-CHEMIE;10989;VOLU16;16-Std. Volumen;ml/16h;;;;
URIN-CHEMIE;10990;VOLU17;17-Std. Volumen;ml/17h;;;;
URIN-CHEMIE;10991;VOLU18;18-Std. Volumen;ml/18h;;;;
URIN-CHEMIE;10992;VOLU19;19-Std. Volumen;ml/19h;;;;
URIN-CHEMIE;10993;VOLU20;20-Std. Volumen;ml/20h;;;;
URIN-CHEMIE;10994;VOLU21;21-Std. Volumen;ml/21h;;;;
URIN-CHEMIE;10995;VOLU22;22-Std. Volumen;ml/22h;;;;
URIN-CHEMIE;10996;VOLU23;23-Std. Volumen;ml/23h;;;;
URIN-CHEMIE;2040;VOLU24;24h-Volumen;ml;;;;
URIN-CHEMIE;2106;W-ZYL; Wachs-Zylinder;;;;;
URIN-CHEMIE;2602;W-ZYL; Wachs-Zylinder;;;;;
URIN-CHEMIE;2064;XSP;Xylose-Ausscheidung im Urin;%;;;;
URIN-CHEMIE;2068;XVU;5-Std.Volumen;ml/5h;;;;
URIN-CHEMIE;10655;XYLOSE;Xylose-Ausscheidung;%;>;16;>;16
URIN-CHEMIE;2115;ZA; Zylinder-Art;;;;;
